drug,drug_id,drug_actif,class_medi,category
apraclonidine,D07461,apraclonidine,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
apraclonidine hydrochloride,D01008,apraclonidine,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
brimonidine,D07540,brimonidine,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
brimonidine tartrate,D02076,brimonidine,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
dipivefrin,D02349,dipivefrin,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
dipivefrin hydrochloride,D01017,dipivefrin,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
betaxolol,D07526,betaxolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
betaxolol hydrochloride,D00598,betaxolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
carteolol,D07624,carteolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
carteolol hydrochloride,D00599,carteolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
levobunolol,D08115,levobunolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
levobunolol hydrochloride,D01025,levobunolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
metipranolol,D02374,metipranolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
metipranolol hydrochloride,D02081,metipranolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
timolol,D08600,timolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
timolol,D00378,timolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
timolol maleate,D00603,timolol,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
acetazolamide,D00218,acetazolamide,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
acetazolamide sodium,D01196,acetazolamide,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
brinzolamide,D00652,brinzolamide,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
dorzolamide,D07871,dorzolamide,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
dorzolamide hydrochloride,D00653,dorzolamide,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
methazolamide,D00655,methazolamide,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
echothiophate iodide,D02193,echothiophate,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
pilocarpine,D00525,pilocarpine,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
pilocarpine hydrochloride,D02200,pilocarpine,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
pilocarpine nitrate,D05478,pilocarpine,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
pilocarpine borate,D08376,pilocarpine,Ophthalmic Antiglaucoma Agents,Ophthalmic Agents
dexamethasone,D00292,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone sodium phosphate,D00975,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone metasulfobenzoate sodium,D01510,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone palmitate,D01615,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone dipropionate,D01632,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone valerate,D01948,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone acetate,D02174,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone acefurate,D02591,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone beloxil,D02592,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone cipecilate,D07073,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone 21-acetate,D07796,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone isonicotinate,D07797,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone sodium hemisulfate,D07798,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone 21-tebutate,D07799,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone 21-valerate,D07800,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone phenylpropionate,D07801,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
dexamethasone phosphate,D07802,dexamethasone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
difluprednate,D01266,difluprednate,Ophthalmic Anti-inflammatories,Ophthalmic Agents
fluocinolone acetonide,D01825,fluocinolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
loteprednol,D08147,loteprednol,Ophthalmic Anti-inflammatories,Ophthalmic Agents
loteprednol etabonate,D01689,loteprednol,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone,D00472,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone acetate,D00980,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone sodium phosphate,D00981,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone tebutate,D00982,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone sodium succinate,D01239,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone farnesylate,D01998,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone hemisuccinate,D02156,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone valerate acetate,D03301,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone pivalate,D08412,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone sodium metazoate,D08413,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone 21-,D08414,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
prednisolone steaglate,D08415,prednisolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
rimexolone,D05729,rimexolone,Ophthalmic Anti-inflammatories,Ophthalmic Agents
bromfenac,D07541,bromfenac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
bromfenac sodium,D03163,bromfenac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
diclofenac,D07816,diclofenac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
diclofenac potassium,D00903,diclofenac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
diclofenac sodium,D00904,diclofenac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
diclofenac diethylamine,D07817,diclofenac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
diclofenac hydroxyethylpyrrolidine,D07818,diclofenac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
diclofenac calcium,D07819,diclofenac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
flurbiprofen,D00330,flurbiprofen,Ophthalmic Anti-inflammatories,Ophthalmic Agents
flurbiprofen axetil,D01475,flurbiprofen,Ophthalmic Anti-inflammatories,Ophthalmic Agents
flurbiprofen sodium,D02290,flurbiprofen,Ophthalmic Anti-inflammatories,Ophthalmic Agents
esflurbiprofen,D10254,flurbiprofen,Ophthalmic Anti-inflammatories,Ophthalmic Agents
ketorolac,D08104,ketorolac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
ketorolac tromethamine,D00813,ketorolac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
nepafenac,D05143,nepafenac,Ophthalmic Anti-inflammatories,Ophthalmic Agents
bimatoprost,D02724,bimatoprost,Ophthalmic Prostaglandin and Prostamide Analogs,Ophthalmic Agents
latanoprost,D00356,latanoprost,Ophthalmic Prostaglandin and Prostamide Analogs,Ophthalmic Agents
tafluprost,D06274,tafluprost,Ophthalmic Prostaglandin and Prostamide Analogs,Ophthalmic Agents
travoprost,D01964,travoprost,Ophthalmic Prostaglandin and Prostamide Analogs,Ophthalmic Agents
hydroxypropylcellulose,D04478,hydroxypropyl cellulose,"Ophthalmic Agents, Other",Ophthalmic Agents
naphazoline,D08253,naphazoline,"Ophthalmic Agents, Other",Ophthalmic Agents
naphazoline hydrochloride,D00743,naphazoline,"Ophthalmic Agents, Other",Ophthalmic Agents
naphazoline nitrate,D01021,naphazoline,"Ophthalmic Agents, Other",Ophthalmic Agents
cyclosporine,D00184,cyclosporine,"Ophthalmic Agents, Other",Ophthalmic Agents
azelastine,D07483,azelastine,Antihistamines,Respiratory Tract/Pulmonary Agents
azelastine hydrochloride,D00659,azelastine,Antihistamines,Respiratory Tract/Pulmonary Agents
cetirizine,D07662,cetirizine,Antihistamines,Respiratory Tract/Pulmonary Agents
cetirizine hydrochloride,D00664,cetirizine,Antihistamines,Respiratory Tract/Pulmonary Agents
desloratadine,D03693,desloratadine,Antihistamines,Respiratory Tract/Pulmonary Agents
levocetirizine,D07402,levocetirizine,Antihistamines,Respiratory Tract/Pulmonary Agents
levocetirizine dihydrochloride,D08118,levocetirizine,Antihistamines,Respiratory Tract/Pulmonary Agents
olopatadine,D08293,olopatadine,Antihistamines,Respiratory Tract/Pulmonary Agents
olopatadine hydrochloride,D01192,olopatadine,Antihistamines,Respiratory Tract/Pulmonary Agents
carbinoxamine,D07617,carbinoxamine,Antihistamines,Respiratory Tract/Pulmonary Agents
carbinoxamine maleate,D01336,carbinoxamine,Antihistamines,Respiratory Tract/Pulmonary Agents
carbinoxamine diphenyldisulfonate,D09808,carbinoxamine,Antihistamines,Respiratory Tract/Pulmonary Agents
clemastine,D03535,clemastine,Antihistamines,Respiratory Tract/Pulmonary Agents
clemastine fumarate,D00666,clemastine,Antihistamines,Respiratory Tract/Pulmonary Agents
cyproheptadine,D07765,cyproheptadine,Antihistamines,Respiratory Tract/Pulmonary Agents
cyproheptadine hydrochloride,D02234,cyproheptadine,Antihistamines,Respiratory Tract/Pulmonary Agents
diphenhydramine,D00300,diphenhydramine,Antihistamines,Respiratory Tract/Pulmonary Agents
diphenhydramine hydrochloride,D00669,diphenhydramine,Antihistamines,Respiratory Tract/Pulmonary Agents
diphenhydramine salicylate,D02419,diphenhydramine,Antihistamines,Respiratory Tract/Pulmonary Agents
diphenhydramine tannate,D03285,diphenhydramine,Antihistamines,Respiratory Tract/Pulmonary Agents
diphenhydramine laurylsulfate,D03360,diphenhydramine,Antihistamines,Respiratory Tract/Pulmonary Agents
diphenhydramine citrate,D03854,diphenhydramine,Antihistamines,Respiratory Tract/Pulmonary Agents
hydroxyzine,D08054,hydroxyzine,Antihistamines,Respiratory Tract/Pulmonary Agents
hydroxyzine hydrochloride,D00672,hydroxyzine,Antihistamines,Respiratory Tract/Pulmonary Agents
hydroxyzine pamoate,D01096,hydroxyzine,Antihistamines,Respiratory Tract/Pulmonary Agents
promethazine,D00494,promethazine,Antihistamines,Respiratory Tract/Pulmonary Agents
promethazine hydrochloride,D00480,promethazine,Antihistamines,Respiratory Tract/Pulmonary Agents
promethazine teoclate,D01242,promethazine,Antihistamines,Respiratory Tract/Pulmonary Agents
promethazine methylenedisalicylate,D03290,promethazine,Antihistamines,Respiratory Tract/Pulmonary Agents
promethazine maleate,D08432,promethazine,Antihistamines,Respiratory Tract/Pulmonary Agents
promethazine hibenzate,D08768,promethazine,Antihistamines,Respiratory Tract/Pulmonary Agents
beclomethasone dipropionate,D00689,beclomethasone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
budesonide,D00246,budesonide,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
ciclesonide,D01703,ciclesonide,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
flunisolide,D00324,flunisolide,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
flunisolide acetate,D04214,flunisolide,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
fluticasone,D07981,fluticasone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
fluticasone propionate,D01708,fluticasone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
fluticasone furoate,D06315,fluticasone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
mometasone,D08227,mometasone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
mometasone furoate,D00690,mometasone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
mometasone furoate hydrate,D03325,mometasone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
triamcinolone,D00385,triamcinolone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
triamcinolone acetonide,D00983,triamcinolone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
triamcinolone diacetate,D00984,triamcinolone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
triamcinolone hexacetonide,D00985,triamcinolone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
triamcinolone acetonide sodium phosphate,D06216,triamcinolone,"Anti-inflammatories, Inhaled Corticosteroids",Respiratory Tract/Pulmonary Agents
montelukast,D08229,montelukast,Antileukotrienes,Respiratory Tract/Pulmonary Agents
montelukast sodium,D00529,montelukast,Antileukotrienes,Respiratory Tract/Pulmonary Agents
zafirlukast,D00411,zafirlukast,Antileukotrienes,Respiratory Tract/Pulmonary Agents
zileuton,D00414,zileuton,Antileukotrienes,Respiratory Tract/Pulmonary Agents
aclidinium bromide,D08837,aclidinium,"Bronchodilators, Anticholinergic",Respiratory Tract/Pulmonary Agents
ipratropium bromide,D02212,ipratropium,"Bronchodilators, Anticholinergic",Respiratory Tract/Pulmonary Agents
tiotropium bromide hydrate,D01929,tiotropium,"Bronchodilators, Anticholinergic",Respiratory Tract/Pulmonary Agents
albuterol,D02147,albuterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
albuterol sulfate,D00683,albuterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
arformoterol,D07463,arformoterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
arformoterol tartrate,D02981,arformoterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
ephedrine,D00124,ephedrine,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
ephedrine hydrochloride,D01386,ephedrine,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
ephedrine sulfate,D04018,ephedrine,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
epinephrine,D00095,epinephrine,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
epinephrine hydrochloride,D00996,epinephrine,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
epinephrine bitartrate,D02149,epinephrine,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
formoterol,D07990,formoterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
formoterol fumarate,D01373,formoterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
formoterol fumarate hydrate,D05277,formoterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
indacaterol,D09318,indacaterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
indacaterol maleate,D09319,indacaterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
levalbuterol hydrochloride,D02281,levalbuterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
levalbuterol sulfate,D04701,levalbuterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
levalbuterol tartrate,D04703,levalbuterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
orciprenaline,D08300,metaproterenol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
metaproterenol polistirex,D04954,metaproterenol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
metaproterenol sulfate,D00685,metaproterenol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
salmeterol,D05792,salmeterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
salmeterol xinafoate,D00687,salmeterol,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
terbutaline,D08570,terbutaline,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
terbutaline sulfate,D00688,terbutaline,"Bronchodilators, Sympathomimetic",Respiratory Tract/Pulmonary Agents
ivacaftor,D09916,ivacaftor,Cystic Fibrosis Agents,Respiratory Tract/Pulmonary Agents
tobramycin,D00063,tobramycin dry-powder inhaler,Cystic Fibrosis Agents,Respiratory Tract/Pulmonary Agents
tobramycin sulfate,D02542,tobramycin dry-powder inhaler,Cystic Fibrosis Agents,Respiratory Tract/Pulmonary Agents
cromolyn sodium,D00526,cromolyn,Mast Cell Stabilizers,Respiratory Tract/Pulmonary Agents
aminophylline,D00227,aminophylline,"Phosphodiesterase Inhibitors, Airways Disease",Respiratory Tract/Pulmonary Agents
aminophylline hydrate,D05429,aminophylline,"Phosphodiesterase Inhibitors, Airways Disease",Respiratory Tract/Pulmonary Agents
dyphylline,D00691,dyphylline,"Phosphodiesterase Inhibitors, Airways Disease",Respiratory Tract/Pulmonary Agents
theophylline,D00371,theophylline,"Phosphodiesterase Inhibitors, Airways Disease",Respiratory Tract/Pulmonary Agents
theophylline sodium acetate,D01712,theophylline,"Phosphodiesterase Inhibitors, Airways Disease",Respiratory Tract/Pulmonary Agents
theophylline,D06103,theophylline,"Phosphodiesterase Inhibitors, Airways Disease",Respiratory Tract/Pulmonary Agents
theophylline sodium glycinate,D06104,theophylline,"Phosphodiesterase Inhibitors, Airways Disease",Respiratory Tract/Pulmonary Agents
diisobutylaminobenzoyloxypropyl theophylline,D09806,theophylline,"Phosphodiesterase Inhibitors, Airways Disease",Respiratory Tract/Pulmonary Agents
roflumilast,D05744,roflumilast,"Phosphodiesterase Inhibitors, Airways Disease",Respiratory Tract/Pulmonary Agents
ambrisentan,D07077,ambrisentan,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
bosentan,D07538,bosentan,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
bosentan,D01227,bosentan,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
macitentan,D10135,macitentan,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
sildenafil,D08514,sildenafil,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
sildenafil citrate,D02229,sildenafil,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
tadalafil,D02008,tadalafil,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
epoprostenol,D00106,epoprostenol,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
epoprostenol sodium,D01337,epoprostenol,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
iloprost,D02721,iloprost,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
iloprost tromethamine,D08065,iloprost,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
treprostinil,D06213,treprostinil,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
treprostinil monosodium salt,D08628,treprostinil,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
riociguat,D09572,riociguat,Pulmonary Antihypertensives,Respiratory Tract/Pulmonary Agents
acetylcysteine,D00221,acetylcysteine,"Respiratory Tract Agents, Other",Respiratory Tract/Pulmonary Agents
acetylcysteine sodium salt,D07554,acetylcysteine,"Respiratory Tract Agents, Other",Respiratory Tract/Pulmonary Agents
budesonide - formoterol fumarate dihydrate mixt,D09595,budesonide/formoterol fumarate,"Respiratory Tract Agents, Other",Respiratory Tract/Pulmonary Agents
fluticasone furoate - vilanterol trifenatate mixt,D10501,fluticasone furoate/vilanterol trifenatate,"Respiratory Tract Agents, Other",Respiratory Tract/Pulmonary Agents
salmeterol xinafoate - fluticasone propionate mixt,D08699,fluticasone propionate/salmeterol,"Respiratory Tract Agents, Other",Respiratory Tract/Pulmonary Agents
tetryzoline,D08578,tetrahydrozoline,"Respiratory Tract Agents, Other",Respiratory Tract/Pulmonary Agents
tetrahydrozoline nitrate,D00756,tetrahydrozoline,"Respiratory Tract Agents, Other",Respiratory Tract/Pulmonary Agents
tetrahydrozoline hydrochloride,D01023,tetrahydrozoline,"Respiratory Tract Agents, Other",Respiratory Tract/Pulmonary Agents
flurazepam,D00329,flurazepam,GABA Receptor Modulators,Sleep Disorder Agents
flurazepam hydrochloride,D00695,flurazepam,GABA Receptor Modulators,Sleep Disorder Agents
flurazepam hydrochloride,D01408,flurazepam,GABA Receptor Modulators,Sleep Disorder Agents
temazepam,D00370,temazepam,GABA Receptor Modulators,Sleep Disorder Agents
eszopiclone,D02624,eszopiclone,GABA Receptor Modulators,Sleep Disorder Agents
zaleplon,D00530,zaleplon,GABA Receptor Modulators,Sleep Disorder Agents
zolpidem,D08690,zolpidem,GABA Receptor Modulators,Sleep Disorder Agents
zolpidem tartrate,D00706,zolpidem,GABA Receptor Modulators,Sleep Disorder Agents
armodafinil,D03215,armodafinil,"Sleep Disorders, Other",Sleep Disorder Agents
doxepin,D07875,doxepin,"Sleep Disorders, Other",Sleep Disorder Agents
doxepin hydrochloride,D00814,doxepin,"Sleep Disorders, Other",Sleep Disorder Agents
modafinil,D01832,modafinil,"Sleep Disorders, Other",Sleep Disorder Agents
ramelteon,D02689,ramelteon,"Sleep Disorders, Other",Sleep Disorder Agents
sodium oxybate,D05866,sodium oxybate,"Sleep Disorders, Other",Sleep Disorder Agents
deferasirox,D03669,deferasirox,Electrolyte/Mineral Modifiers,Therapeutic Nutrients/Minerals/Electrolytes
deferiprone,D07416,deferiprone,Electrolyte/Mineral Modifiers,Therapeutic Nutrients/Minerals/Electrolytes
penicillamine,D00496,penicillamine,Electrolyte/Mineral Modifiers,Therapeutic Nutrients/Minerals/Electrolytes
penicillamine hydrochloride,D08330,penicillamine,Electrolyte/Mineral Modifiers,Therapeutic Nutrients/Minerals/Electrolytes
sodium polystyrene sulfonate,D03263,sodium polystyrene sulfonate,Electrolyte/Mineral Modifiers,Therapeutic Nutrients/Minerals/Electrolytes
succimer,D00572,succimer,Electrolyte/Mineral Modifiers,Therapeutic Nutrients/Minerals/Electrolytes
tolvaptan,D01213,tolvaptan,Electrolyte/Mineral Modifiers,Therapeutic Nutrients/Minerals/Electrolytes
trientine hydrochloride,D00736,trientine,Electrolyte/Mineral Modifiers,Therapeutic Nutrients/Minerals/Electrolytes
ammonium chloride,D01139,ammonium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
ammonium carbonate,D02919,ammonium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
ammonium phosphate,D02921,ammonium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
ammonium sulfate,D08853,ammonium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
carglumic acid,D07130,carglumic acid,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
chromic chloride,D03479,chromic,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
chromic chloride cr 51,D03480,chromic,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
chromic phosphate cr 51,D03481,chromic,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
chromic phosphate p 32,D03482,chromic,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
sodium fluoride,D00943,fluoride,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
silver diammine fluoride,D01502,fluoride,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
sodium fluoride f 18,D05860,fluoride,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
stannous fluoride,D05919,fluoride,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium aluminometasilicate,D03242,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium aluminum silicate,D04833,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium l-aspartate,D02026,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium carbonate,D01446,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium chloride,D04834,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium citrate,D03265,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium gluconate,D04835,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium hydroxide,D00731,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium oxide,D01167,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium phosphate,D04836,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium salicylate,D00827,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium silicate,D04839,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium sulfate,D01108,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium stearate,D02189,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
magnesium trisilicate,D03271,magnesium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
manganese chloride,D04852,manganese,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
manganese gluconate,D04853,manganese,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
manganese sulfate,D04854,manganese,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
potassium acetate,D01154,potassium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
potassium bicarbonate,D02077,potassium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
potassium carbonate,D02038,potassium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
potassium chloride,D02060,potassium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
potassium citrate,D05578,potassium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
potassium gluconate,D01298,potassium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
"potassium phosphate, monobasic",D02050,potassium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
"potassium phosphate, dibasic",D02403,potassium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
potassium metaphosphate,D05582,potassium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
potassium citrate - sodium citrate hydrate mixt,D05624,potassium citrate and sodium citrate,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
selenium sulfide,D05815,selenium,Electrolyte/Mineral Replacement,Therapeutic Nutrients/Minerals/Electrolytes
